ID,Fecha,Recorrido,Porte,pesos,Kilometros,Combustible,Conductor,Mozo1,Mozo2,Ingresos diarios,Averia
178,2020-02-05 09:45:09,13/94,primer porte,13181,140,15,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",2205,no
179,2024-12-29 23:59:07,13/96,segundo porte,2558,244,48,"['Luis', 'Fernandez']","['Luis', 'Fernandez']","['Luis', 'Fernandez']",2123,no
180,2026-11-10 13:58:41,13/89,segundo porte,1459,240,96,"['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']",8915,no
181,2018-12-28 23:14:51,13/92,primer porte,12344,29,19,"['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']",4740,no
182,2022-09-18 17:20:06,13/86,primer porte,443,200,40,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",2183,si
183,2021-06-15 11:09:11,13/92,segundo porte,10374,195,11,"['Diego', 'Lopez']","['Diego', 'Lopez']","['Diego', 'Lopez']",2599,no
184,2018-09-22 12:48:12,18/61,segundo porte,4279,172,16,"['Maria', 'Garcia']","['Maria', 'Garcia']","['Maria', 'Garcia']",7440,no
185,2022-07-22 12:39:57,11/66,primer porte,12162,32,68,"['Marta', 'Sanchez']","['Marta', 'Sanchez']","['Marta', 'Sanchez']",4657,si
186,2020-12-12 05:49:24,13/75,primer porte,2731,94,79,"['Maria', 'Fernandez']","['Maria', 'Fernandez']","['Maria', 'Fernandez']",2300,no
187,2021-10-23 01:31:53,13/88,segundo porte,9387,217,40,"['Laura', 'Lopez']","['Laura', 'Lopez']","['Laura', 'Lopez']",8671,si
188,2024-12-10 08:31:53,13/77,segundo porte,1696,119,54,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",6005,no
189,2025-11-09 23:32:43,13/96,primer porte,14346,201,17,"['Ana', 'Gomez']","['Ana', 'Gomez']","['Ana', 'Gomez']",6654,si
190,2020-06-03 16:51:04,13/71,primer porte,6538,75,76,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",4814,no
191,2024-07-26 13:26:13,18/59,primer porte,2992,47,66,"['Juan', 'Lopez']","['Juan', 'Lopez']","['Juan', 'Lopez']",4799,si
192,2020-04-28 11:30:36,13/83,segundo porte,13488,69,85,"['Diego', 'Perez']","['Diego', 'Perez']","['Diego', 'Perez']",2248,no
193,2020-12-26 13:53:33,13/72,primer porte,5403,47,99,"['Carlos', 'Perez']","['Carlos', 'Perez']","['Carlos', 'Perez']",3754,no
194,2019-12-21 20:23:56,13/94,primer porte,5903,12,43,"['Diego', 'Martinez']","['Diego', 'Martinez']","['Diego', 'Martinez']",3853,si
195,2021-10-15 02:50:47,13/86,primer porte,14269,138,59,"['Luis', 'Fernandez']","['Luis', 'Fernandez']","['Luis', 'Fernandez']",6305,si
196,2018-04-29 07:54:30,13/93,segundo porte,4480,134,97,"['Carlos', 'Perez']","['Carlos', 'Perez']","['Carlos', 'Perez']",7839,si
197,2017-12-05 21:06:28,13/68,segundo porte,11012,235,25,"['Marta', 'Gomez']","['Marta', 'Gomez']","['Marta', 'Gomez']",6134,si
198,2026-07-04 01:07:35,13/79,segundo porte,8581,133,18,"['Luis', 'Perez']","['Luis', 'Perez']","['Luis', 'Perez']",4939,si
199,2024-04-02 22:38:33,13/73,segundo porte,12227,162,24,"['Pedro', 'Gomez']","['Pedro', 'Gomez']","['Pedro', 'Gomez']",7114,no
200,2026-04-26 10:01:15,13/74,segundo porte,2403,37,44,"['Laura', 'Sanchez']","['Laura', 'Sanchez']","['Laura', 'Sanchez']",9767,si
201,2024-01-14 02:55:54,18/60,primer porte,2366,179,25,"['Ana', 'Garcia']","['Ana', 'Garcia']","['Ana', 'Garcia']",5175,no
202,2025-01-27 20:47:29,11/64,segundo porte,11205,174,55,"['Maria', 'Rodriguez']","['Maria', 'Rodriguez']","['Maria', 'Rodriguez']",2530,no
203,2020-05-25 12:15:08,13/97,primer porte,134,65,42,"['Carlos', 'Fernandez']","['Carlos', 'Fernandez']","['Carlos', 'Fernandez']",5093,si
204,2018-06-05 06:30:43,11/64,primer porte,3356,203,29,"['Luis', 'Martinez']","['Luis', 'Martinez']","['Luis', 'Martinez']",5771,no
205,2023-11-21 07:58:57,13/74,primer porte,1778,136,17,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",8091,si
206,2017-12-30 08:35:42,13/79,segundo porte,443,155,80,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",5418,no
207,2020-07-04 18:27:08,13/97,primer porte,14924,94,13,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",3789,no
208,2026-06-14 13:25:32,13/87,segundo porte,8127,65,26,"['Pedro', 'Garcia']","['Pedro', 'Garcia']","['Pedro', 'Garcia']",8226,si
209,2019-05-05 00:23:19,18/62,segundo porte,12469,168,17,"['Diego', 'Martinez']","['Diego', 'Martinez']","['Diego', 'Martinez']",3329,si
210,2020-06-16 03:35:03,13/85,segundo porte,10222,63,67,"['Ana', 'Sanchez']","['Ana', 'Sanchez']","['Ana', 'Sanchez']",4687,no
211,2024-05-03 18:31:00,13/69,segundo porte,6629,41,88,"['Ana', 'Martinez']","['Ana', 'Martinez']","['Ana', 'Martinez']",5999,si
212,2020-01-03 23:53:24,13/69,primer porte,14362,174,28,"['Diego', 'Perez']","['Diego', 'Perez']","['Diego', 'Perez']",6381,si
213,2025-07-15 20:21:36,11/64,segundo porte,2418,43,35,"['Pedro', 'Gomez']","['Pedro', 'Gomez']","['Pedro', 'Gomez']",8855,no
214,2025-11-21 14:27:33,13/73,segundo porte,12019,232,46,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",8672,no
215,2019-02-03 15:44:27,13/73,segundo porte,14236,63,53,"['Maria', 'Rodriguez']","['Maria', 'Rodriguez']","['Maria', 'Rodriguez']",6103,no
216,2024-03-05 09:05:56,17/54,primer porte,4803,204,84,"['Carlos', 'Martinez']","['Carlos', 'Martinez']","['Carlos', 'Martinez']",9498,si
217,2023-06-05 04:02:35,02/98,segundo porte,3459,215,30,"['Ana', 'Martinez']","['Ana', 'Martinez']","['Ana', 'Martinez']",4030,no
218,2026-03-16 02:38:35,13/74,primer porte,7018,92,48,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",4414,no
219,2025-07-15 00:15:08,13/94,segundo porte,6799,112,19,"['Carlos', 'Sanchez']","['Carlos', 'Sanchez']","['Carlos', 'Sanchez']",7907,no
220,2021-01-12 03:35:59,17/57,segundo porte,7533,16,85,"['Sofia', 'Martinez']","['Sofia', 'Martinez']","['Sofia', 'Martinez']",9896,si
221,2024-11-28 13:00:27,02/100,primer porte,5607,19,95,"['Ana', 'Sanchez']","['Ana', 'Sanchez']","['Ana', 'Sanchez']",2348,si
222,2026-11-07 19:34:40,02/100,primer porte,10157,232,16,"['Marta', 'Fernandez']","['Marta', 'Fernandez']","['Marta', 'Fernandez']",6028,no
223,2018-01-11 14:14:23,13/82,primer porte,199,88,57,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",6639,no
224,2023-05-05 12:21:18,13/93,primer porte,7539,51,66,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",7907,no
225,2018-02-15 02:34:52,13/86,segundo porte,8613,208,56,"['Pedro', 'Garcia']","['Pedro', 'Garcia']","['Pedro', 'Garcia']",8027,si
226,2019-01-07 00:56:36,13/86,segundo porte,14011,72,30,"['Pedro', 'Perez']","['Pedro', 'Perez']","['Pedro', 'Perez']",7076,si
227,2019-10-10 16:53:38,11/67,segundo porte,7236,49,39,"['Laura', 'Lopez']","['Laura', 'Lopez']","['Laura', 'Lopez']",5271,si
228,2020-12-27 13:16:11,13/94,primer porte,8487,57,75,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",9977,no
229,2022-01-26 11:50:32,13/85,segundo porte,7073,77,48,"['Pedro', 'Fernandez']","['Pedro', 'Fernandez']","['Pedro', 'Fernandez']",9635,si
230,2020-07-07 03:00:10,13/95,segundo porte,7660,238,38,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",2761,si
231,2026-09-06 22:00:24,13/90,primer porte,11915,233,31,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",3620,no
232,2018-07-15 06:28:28,13/97,primer porte,1004,128,70,"['Carlos', 'Rodriguez']","['Carlos', 'Rodriguez']","['Carlos', 'Rodriguez']",7151,no
233,2019-12-25 05:11:39,13/93,primer porte,10464,226,73,"['Luis', 'Sanchez']","['Luis', 'Sanchez']","['Luis', 'Sanchez']",6279,no
234,2019-06-05 00:54:12,13/74,segundo porte,1510,47,98,"['Marta', 'Rodriguez']","['Marta', 'Rodriguez']","['Marta', 'Rodriguez']",9866,no
235,2026-11-30 02:49:43,13/80,primer porte,1611,144,44,"['Maria', 'Lopez']","['Maria', 'Lopez']","['Maria', 'Lopez']",7948,si
236,2022-11-14 03:02:03,13/73,segundo porte,13455,37,72,"['Juan', 'Rodriguez']","['Juan', 'Rodriguez']","['Juan', 'Rodriguez']",2127,si
237,2022-04-30 04:25:07,13/72,segundo porte,3243,52,54,"['Ana', 'Gomez']","['Ana', 'Gomez']","['Ana', 'Gomez']",2537,no
238,2022-09-09 01:14:29,13/93,primer porte,3698,66,89,"['Sofia', 'Perez']","['Sofia', 'Perez']","['Sofia', 'Perez']",9258,no
239,2022-02-04 23:33:24,13/79,primer porte,1575,112,33,"['Luis', 'Perez']","['Luis', 'Perez']","['Luis', 'Perez']",5948,no
240,2026-01-10 21:51:11,13/97,primer porte,7785,204,21,"['Carlos', 'Perez']","['Carlos', 'Perez']","['Carlos', 'Perez']",9470,si
241,2018-06-28 08:03:48,13/94,primer porte,13335,67,20,"['Luis', 'Garcia']","['Luis', 'Garcia']","['Luis', 'Garcia']",5939,si
242,2020-10-17 21:33:07,13/77,segundo porte,3183,140,71,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",3253,no
243,2020-06-01 01:47:33,13/74,primer porte,11522,152,16,"['Maria', 'Garcia']","['Maria', 'Garcia']","['Maria', 'Garcia']",7806,si
244,2019-11-20 12:21:40,13/76,segundo porte,9659,78,73,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",6497,si
245,2026-10-13 03:46:43,13/72,segundo porte,9224,111,81,"['Marta', 'Sanchez']","['Marta', 'Sanchez']","['Marta', 'Sanchez']",9811,no
246,2018-06-03 05:05:08,13/75,segundo porte,2985,192,83,"['Pedro', 'Gomez']","['Pedro', 'Gomez']","['Pedro', 'Gomez']",8904,si
247,2022-12-29 19:24:24,13/90,primer porte,6680,25,52,"['Diego', 'Martinez']","['Diego', 'Martinez']","['Diego', 'Martinez']",6973,si
248,2020-05-03 02:48:44,13/86,segundo porte,7750,22,30,"['Maria', 'Lopez']","['Maria', 'Lopez']","['Maria', 'Lopez']",8715,si
249,2021-06-08 09:25:16,11/66,segundo porte,343,29,78,"['Carlos', 'Perez']","['Carlos', 'Perez']","['Carlos', 'Perez']",8723,no
250,2020-08-13 17:29:42,13/93,segundo porte,8031,139,69,"['Marta', 'Garcia']","['Marta', 'Garcia']","['Marta', 'Garcia']",3204,no
251,2026-07-01 22:39:06,11/63,primer porte,6493,246,83,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",2142,no
252,2026-07-22 19:43:55,13/81,primer porte,5696,23,60,"['Laura', 'Garcia']","['Laura', 'Garcia']","['Laura', 'Garcia']",2765,no
253,2026-12-18 02:07:25,17/57,segundo porte,10561,192,72,"['Ana', 'Gomez']","['Ana', 'Gomez']","['Ana', 'Gomez']",4143,no
254,2018-11-19 03:27:42,13/86,primer porte,4106,95,20,"['Laura', 'Garcia']","['Laura', 'Garcia']","['Laura', 'Garcia']",2991,si
255,2023-04-22 10:07:30,17/54,primer porte,9932,32,37,"['Luis', 'Perez']","['Luis', 'Perez']","['Luis', 'Perez']",5302,si
256,2020-08-20 10:47:31,13/84,primer porte,6681,245,92,"['Luis', 'Sanchez']","['Luis', 'Sanchez']","['Luis', 'Sanchez']",5330,no
257,2026-07-26 00:38:47,02/100,segundo porte,6788,26,87,"['Ana', 'Fernandez']","['Ana', 'Fernandez']","['Ana', 'Fernandez']",7433,si
258,2021-04-28 20:42:35,13/77,primer porte,404,185,86,"['Pedro', 'Perez']","['Pedro', 'Perez']","['Pedro', 'Perez']",9799,si
259,2025-02-16 22:34:30,13/95,primer porte,9249,11,42,"['Marta', 'Garcia']","['Marta', 'Garcia']","['Marta', 'Garcia']",2412,si
260,2019-12-12 20:22:21,13/91,primer porte,14071,84,10,"['Ana', 'Rodriguez']","['Ana', 'Rodriguez']","['Ana', 'Rodriguez']",2558,si
261,2020-05-05 18:12:01,13/72,segundo porte,2787,164,31,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",2394,no
262,2026-11-29 18:11:07,18/59,primer porte,8356,191,25,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",7502,si
263,2021-09-23 16:16:56,02/98,segundo porte,10675,173,60,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",5672,no
264,2022-04-08 12:27:47,11/63,segundo porte,2230,215,16,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",4081,no
265,2023-05-20 05:34:59,17/55,primer porte,12679,199,38,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",5765,si
266,2021-10-05 04:58:51,18/61,primer porte,14732,39,74,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",8018,si
267,2023-08-01 20:31:32,13/93,primer porte,3316,239,28,"['Juan', 'Rodriguez']","['Juan', 'Rodriguez']","['Juan', 'Rodriguez']",8529,si
268,2025-03-08 16:51:34,13/91,primer porte,12938,112,81,"['Ana', 'Rodriguez']","['Ana', 'Rodriguez']","['Ana', 'Rodriguez']",6335,no
269,2024-01-07 17:39:58,13/69,primer porte,13228,121,94,"['Diego', 'Garcia']","['Diego', 'Garcia']","['Diego', 'Garcia']",8929,no
270,2024-02-20 23:14:45,13/86,primer porte,5932,166,61,"['Pedro', 'Perez']","['Pedro', 'Perez']","['Pedro', 'Perez']",7643,si
271,2024-01-27 11:51:08,13/75,primer porte,3204,110,11,"['Sofia', 'Martinez']","['Sofia', 'Martinez']","['Sofia', 'Martinez']",4459,si
272,2022-08-25 02:58:00,18/62,primer porte,5031,203,80,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",7167,no
273,2018-10-28 17:46:07,13/72,segundo porte,2369,185,36,"['Diego', 'Perez']","['Diego', 'Perez']","['Diego', 'Perez']",3252,no
274,2021-12-13 01:16:04,13/79,segundo porte,4957,218,55,"['Marta', 'Lopez']","['Marta', 'Lopez']","['Marta', 'Lopez']",5816,si
275,2025-10-17 19:38:57,13/92,segundo porte,14227,89,89,"['Ana', 'Martinez']","['Ana', 'Martinez']","['Ana', 'Martinez']",2753,si
276,2025-04-23 01:28:00,18/58,segundo porte,5825,56,91,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",3560,no
277,2023-09-11 02:50:10,13/96,primer porte,5183,190,70,"['Diego', 'Sanchez']","['Diego', 'Sanchez']","['Diego', 'Sanchez']",8269,si
278,2019-01-19 07:50:05,13/68,primer porte,13096,22,73,"['Carlos', 'Fernandez']","['Carlos', 'Fernandez']","['Carlos', 'Fernandez']",9473,si
279,2023-06-27 09:13:37,13/70,primer porte,5570,30,66,"['Luis', 'Martinez']","['Luis', 'Martinez']","['Luis', 'Martinez']",9436,no
280,2025-06-29 08:31:27,18/62,primer porte,4015,117,26,"['Luis', 'Lopez']","['Luis', 'Lopez']","['Luis', 'Lopez']",4031,no
281,2020-03-31 04:13:03,13/93,primer porte,6653,138,47,"['Carlos', 'Rodriguez']","['Carlos', 'Rodriguez']","['Carlos', 'Rodriguez']",3380,si
282,2024-06-14 10:39:34,13/96,segundo porte,4852,243,48,"['Luis', 'Rodriguez']","['Luis', 'Rodriguez']","['Luis', 'Rodriguez']",2137,si
283,2026-01-01 03:15:06,13/87,primer porte,7948,75,20,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",9682,si
284,2022-08-23 14:08:09,13/96,primer porte,5493,162,28,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",7504,no
285,2023-11-23 06:10:38,02/98,primer porte,3831,31,52,"['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']",8422,no
286,2021-04-16 19:46:15,13/89,segundo porte,9589,166,76,"['Sofia', 'Fernandez']","['Sofia', 'Fernandez']","['Sofia', 'Fernandez']",8415,no
287,2021-05-28 06:08:12,13/88,segundo porte,6657,23,29,"['Carlos', 'Fernandez']","['Carlos', 'Fernandez']","['Carlos', 'Fernandez']",5909,no
288,2022-04-12 03:57:46,13/83,segundo porte,13800,68,74,"['Diego', 'Perez']","['Diego', 'Perez']","['Diego', 'Perez']",9251,no
289,2023-07-04 17:10:37,11/67,primer porte,8010,170,58,"['Laura', 'Rodriguez']","['Laura', 'Rodriguez']","['Laura', 'Rodriguez']",9682,no
290,2023-10-21 13:00:43,13/82,primer porte,14760,170,97,"['Maria', 'Fernandez']","['Maria', 'Fernandez']","['Maria', 'Fernandez']",4961,no
291,2023-09-30 09:56:43,02/98,primer porte,2280,148,68,"['Pedro', 'Perez']","['Pedro', 'Perez']","['Pedro', 'Perez']",2659,no
292,2023-08-07 21:45:04,13/95,segundo porte,3504,39,93,"['Marta', 'Gomez']","['Marta', 'Gomez']","['Marta', 'Gomez']",6830,no
293,2020-01-28 00:50:56,13/77,primer porte,11725,225,72,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",4084,si
294,2024-07-28 20:39:29,13/68,primer porte,2727,183,79,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",8295,si
295,2023-04-26 00:36:58,13/75,primer porte,3899,38,75,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",9117,si
296,2024-09-07 23:03:50,17/57,segundo porte,11100,106,24,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",5387,si
297,2018-10-08 00:13:29,13/74,segundo porte,7972,226,73,"['Carlos', 'Sanchez']","['Carlos', 'Sanchez']","['Carlos', 'Sanchez']",4480,no
298,2021-07-12 16:25:54,18/60,segundo porte,434,216,94,"['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']",6979,si
299,2022-08-03 22:13:45,13/88,segundo porte,12718,28,14,"['Laura', 'Perez']","['Laura', 'Perez']","['Laura', 'Perez']",5794,no
300,2025-12-05 08:59:18,13/80,primer porte,13232,140,67,"['Luis', 'Lopez']","['Luis', 'Lopez']","['Luis', 'Lopez']",8517,si
301,2022-02-11 20:06:52,13/84,primer porte,4121,122,94,"['Ana', 'Rodriguez']","['Ana', 'Rodriguez']","['Ana', 'Rodriguez']",7105,no
302,2024-06-28 22:59:05,13/92,primer porte,6512,177,38,"['Ana', 'Lopez']","['Ana', 'Lopez']","['Ana', 'Lopez']",8260,si
303,2025-10-12 16:34:43,13/72,segundo porte,8152,68,30,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",4662,si
304,2020-08-09 05:06:05,11/63,primer porte,12014,207,99,"['Carlos', 'Lopez']","['Carlos', 'Lopez']","['Carlos', 'Lopez']",8024,no
305,2019-12-15 13:57:28,17/56,primer porte,9804,76,89,"['Maria', 'Rodriguez']","['Maria', 'Rodriguez']","['Maria', 'Rodriguez']",7162,si
306,2020-07-26 02:09:49,13/84,primer porte,6997,165,36,"['Marta', 'Lopez']","['Marta', 'Lopez']","['Marta', 'Lopez']",3457,si
307,2022-02-28 17:46:14,13/68,primer porte,13458,104,35,"['Pedro', 'Gomez']","['Pedro', 'Gomez']","['Pedro', 'Gomez']",2087,si
308,2026-08-15 12:04:41,17/55,segundo porte,12213,111,85,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",6583,no
309,2019-07-20 09:29:06,13/76,primer porte,13702,230,77,"['Sofia', 'Perez']","['Sofia', 'Perez']","['Sofia', 'Perez']",6320,si
310,2026-12-24 01:56:30,17/54,segundo porte,12645,141,54,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",4612,no
311,2024-11-07 13:05:48,13/87,segundo porte,3939,51,95,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",7937,si
312,2026-02-13 07:50:03,17/54,segundo porte,13370,16,64,"['Luis', 'Garcia']","['Luis', 'Garcia']","['Luis', 'Garcia']",3118,si
313,2021-04-03 14:44:17,13/91,segundo porte,8906,33,46,"['Laura', 'Perez']","['Laura', 'Perez']","['Laura', 'Perez']",7768,si
314,2021-05-23 09:46:54,13/77,primer porte,13539,228,34,"['Maria', 'Rodriguez']","['Maria', 'Rodriguez']","['Maria', 'Rodriguez']",9403,no
315,2024-10-27 05:26:43,17/56,segundo porte,739,17,50,"['Ana', 'Martinez']","['Ana', 'Martinez']","['Ana', 'Martinez']",7242,no
316,2018-12-27 16:17:22,11/64,primer porte,10178,15,98,"['Marta', 'Fernandez']","['Marta', 'Fernandez']","['Marta', 'Fernandez']",6343,si
317,2019-01-20 12:51:38,13/79,primer porte,4960,31,37,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",9193,si
318,2026-08-27 02:09:00,02/100,primer porte,6397,150,41,"['Diego', 'Fernandez']","['Diego', 'Fernandez']","['Diego', 'Fernandez']",7002,si
319,2022-07-26 14:14:24,13/70,segundo porte,10642,216,90,"['Marta', 'Sanchez']","['Marta', 'Sanchez']","['Marta', 'Sanchez']",9840,si
320,2022-06-23 20:34:43,13/73,segundo porte,9100,23,26,"['Juan', 'Perez']","['Juan', 'Perez']","['Juan', 'Perez']",2300,no
321,2024-08-07 00:47:01,13/95,primer porte,9724,39,99,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",4518,si
322,2024-11-10 20:36:31,13/76,primer porte,13062,57,79,"['Ana', 'Lopez']","['Ana', 'Lopez']","['Ana', 'Lopez']",6002,no
323,2019-02-12 00:27:43,11/65,segundo porte,11294,235,33,"['Luis', 'Lopez']","['Luis', 'Lopez']","['Luis', 'Lopez']",3489,si
324,2026-04-07 15:31:40,13/86,segundo porte,272,64,71,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",4262,si
325,2018-09-22 21:31:24,13/83,segundo porte,6948,70,38,"['Diego', 'Sanchez']","['Diego', 'Sanchez']","['Diego', 'Sanchez']",8209,no
326,2019-08-25 04:02:49,13/86,segundo porte,3296,173,48,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",3912,si
327,2023-08-30 19:59:01,13/89,primer porte,1336,131,58,"['Maria', 'Rodriguez']","['Maria', 'Rodriguez']","['Maria', 'Rodriguez']",9896,no
328,2022-09-17 03:49:32,13/77,segundo porte,11210,75,43,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",6415,no
329,2025-06-08 17:41:14,17/57,segundo porte,14563,208,70,"['Ana', 'Martinez']","['Ana', 'Martinez']","['Ana', 'Martinez']",6730,no
330,2018-06-18 23:37:45,13/69,primer porte,13913,141,99,"['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']",7793,si
331,2019-11-26 09:53:39,13/85,segundo porte,1046,247,99,"['Ana', 'Martinez']","['Ana', 'Martinez']","['Ana', 'Martinez']",3693,si
332,2020-04-16 12:37:40,11/63,segundo porte,7856,114,47,"['Carlos', 'Fernandez']","['Carlos', 'Fernandez']","['Carlos', 'Fernandez']",4034,si
333,2023-10-02 20:06:09,13/97,primer porte,3422,42,29,"['Diego', 'Sanchez']","['Diego', 'Sanchez']","['Diego', 'Sanchez']",2087,si
334,2021-08-24 17:03:59,17/57,segundo porte,1598,202,61,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",5770,si
335,2022-04-13 07:46:27,02/100,primer porte,8422,77,73,"['Sofia', 'Lopez']","['Sofia', 'Lopez']","['Sofia', 'Lopez']",3004,si
336,2017-07-17 12:58:27,13/91,segundo porte,11227,248,44,"['Pedro', 'Perez']","['Pedro', 'Perez']","['Pedro', 'Perez']",8241,no
337,2026-12-04 05:56:24,13/77,primer porte,13116,236,48,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",8080,si
338,2020-08-10 22:34:11,13/88,primer porte,3436,189,12,"['Luis', 'Rodriguez']","['Luis', 'Rodriguez']","['Luis', 'Rodriguez']",6322,si
339,2025-01-22 02:25:55,13/78,segundo porte,3957,90,28,"['Maria', 'Martinez']","['Maria', 'Martinez']","['Maria', 'Martinez']",7240,si
340,2025-12-04 20:18:15,18/60,primer porte,6894,53,75,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",3785,no
341,2017-07-29 10:49:52,13/78,segundo porte,218,241,61,"['Laura', 'Lopez']","['Laura', 'Lopez']","['Laura', 'Lopez']",4509,no
342,2018-06-10 23:55:34,17/53,segundo porte,6959,85,42,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",3066,si
343,2025-11-12 13:55:15,13/84,segundo porte,3923,164,49,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",5192,si
344,2023-08-03 00:00:03,13/74,primer porte,5645,28,86,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",9461,si
345,2018-02-28 23:23:25,13/71,segundo porte,7672,161,49,"['Luis', 'Garcia']","['Luis', 'Garcia']","['Luis', 'Garcia']",5421,no
346,2020-03-02 08:32:37,13/70,primer porte,13083,131,22,"['Marta', 'Sanchez']","['Marta', 'Sanchez']","['Marta', 'Sanchez']",4759,si
347,2026-10-17 14:16:54,13/83,primer porte,5353,190,48,"['Sofia', 'Lopez']","['Sofia', 'Lopez']","['Sofia', 'Lopez']",9410,si
348,2026-05-10 10:11:16,13/74,primer porte,679,132,87,"['Diego', 'Martinez']","['Diego', 'Martinez']","['Diego', 'Martinez']",9466,si
349,2018-04-11 02:05:51,17/55,segundo porte,12254,148,89,"['Marta', 'Martinez']","['Marta', 'Martinez']","['Marta', 'Martinez']",3457,si
350,2025-08-03 02:09:43,18/61,primer porte,3527,186,43,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",9644,si
351,2024-05-02 03:02:43,13/83,segundo porte,5321,199,14,"['Maria', 'Martinez']","['Maria', 'Martinez']","['Maria', 'Martinez']",7625,si
352,2025-08-02 03:54:47,13/84,segundo porte,937,209,89,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",9072,si
353,2025-09-24 00:27:17,13/81,primer porte,660,47,84,"['Carlos', 'Sanchez']","['Carlos', 'Sanchez']","['Carlos', 'Sanchez']",3801,si
354,2021-02-06 19:47:08,02/99,segundo porte,5025,47,77,"['Marta', 'Rodriguez']","['Marta', 'Rodriguez']","['Marta', 'Rodriguez']",6615,si
355,2023-03-02 13:09:37,13/82,primer porte,8053,111,98,"['Diego', 'Garcia']","['Diego', 'Garcia']","['Diego', 'Garcia']",3476,no
